2017-11-23 11:37:56;yBJ;259;114565
2017-11-23 11:37:56;CVW;262;672
2017-11-23 11:37:57;yBJ;259;114412
2017-11-23 11:37:57;vNL;221;991369
2017-11-23 11:37:57;yBJ;259;114358
2017-11-23 11:37:58;yBJ;259;114434
2017-11-23 11:37:58;vNL;221;991305
2017-11-23 11:37:58;yBJ;259;114405
2017-11-23 11:37:58;CVW;262;676
2017-11-23 11:37:59;yBJ;259;114369
2017-11-23 11:37:59;vNL;221;991224
2017-11-23 11:37:59;yBJ;259;114412
2017-11-23 11:38:00;yBJ;259;114358
2017-11-23 11:38:00;vNL;221;991135
2017-11-23 11:38:00;yBJ;259;114344
2017-11-23 11:38:00;CVW;262;656
2017-11-23 11:38:01;yBJ;259;114358
2017-11-23 11:38:01;vNL;221;991042
2017-11-23 11:38:01;yBJ;259;114394
2017-11-23 11:38:02;yBJ;259;114340
2017-11-23 11:38:02;vNL;221;990987
2017-11-23 11:38:02;CVW;262;652
2017-11-23 11:38:02;yBJ;259;114358
2017-11-23 11:38:03;yBJ;259;114390
2017-11-23 11:38:03;vNL;221;990980
2017-11-23 11:38:03;yBJ;259;114411
2017-11-23 11:38:04;yBJ;259;114419
2017-11-23 11:38:04;vNL;221;990983
2017-11-23 11:38:04;yBJ;259;114408
2017-11-23 11:38:05;yBJ;259;114372
2017-11-23 11:38:05;vNL;221;990985
2017-11-23 11:38:05;yBJ;259;114473
2017-11-23 11:38:06;yBJ;259;114462
2017-11-23 11:38:06;vNL;221;990981
2017-11-23 11:38:06;CVW;262;653
2017-11-23 11:38:06;yBJ;259;114401
2017-11-23 11:38:07;yBJ;259;114451
2017-11-23 11:38:07;vNL;221;990970
2017-11-23 11:38:07;yBJ;259;114407
2017-11-23 11:38:08;yBJ;259;114350
2017-11-23 11:38:08;vNL;221;990959
2017-11-23 11:38:08;CVW;262;654
2017-11-23 11:38:08;yBJ;259;114407
2017-11-23 11:38:09;yBJ;259;114429
2017-11-23 11:38:09;vNL;221;990944
2017-11-23 11:38:09;yBJ;259;114350
2017-11-23 11:38:10;yBJ;259;114407
2017-11-23 11:38:10;vNL;221;990933
2017-11-23 11:38:10;CVW;262;655
2017-11-23 11:38:10;yBJ;259;114440
2017-11-23 11:38:11;yBJ;259;114347
2017-11-23 11:38:11;vNL;221;990920
2017-11-23 11:38:11;yBJ;259;114354
2017-11-23 11:38:12;yBJ;259;114357
2017-11-23 11:38:12;vNL;221;990910
2017-11-23 11:38:12;CVW;262;656
2017-11-23 11:38:12;yBJ;259;114303
2017-11-23 11:38:13;yBJ;259;114289
2017-11-23 11:38:13;vNL;221;990908
2017-11-23 11:38:13;yBJ;259;114296
2017-11-23 11:38:14;yBJ;259;114213
2017-11-23 11:38:14;vNL;221;990907
2017-11-23 11:38:14;CVW;262;657
2017-11-23 11:38:14;yBJ;259;114267
2017-11-23 11:38:15;yBJ;259;114274
2017-11-23 11:38:15;vNL;221;990904
2017-11-23 11:38:15;yBJ;259;114193
2017-11-23 11:38:16;yBJ;259;114202
2017-11-23 11:38:16;vNL;221;990903
2017-11-23 11:38:16;yBJ;259;114278
2017-11-23 11:38:17;yBJ;259;114347
2017-11-23 11:38:17;vNL;221;990905
2017-11-23 11:38:17;yBJ;259;114231
2017-11-23 11:38:18;zta;216;2237
2017-11-23 11:38:18;yBJ;259;114209
2017-11-23 11:38:18;vNL;221;990907
2017-11-23 11:38:18;zta;216;2231
2017-11-23 11:38:18;yBJ;259;114350
2017-11-23 11:38:19;yBJ;259;114191
2017-11-23 11:38:19;vNL;221;990910
2017-11-23 11:38:19;yBJ;259;114164
2017-11-23 11:38:20;yBJ;259;114285
2017-11-23 11:38:20;vNL;221;990917
2017-11-23 11:38:20;CVW;262;658
2017-11-23 11:38:20;yBJ;259;114175
2017-11-23 11:38:21;yBJ;259;114146
2017-11-23 11:38:21;vNL;221;990925
2017-11-23 11:38:21;yBJ;259;114168
2017-11-23 11:38:22;yBJ;259;114222
2017-11-23 11:38:22;vNL;221;990936
2017-11-23 11:38:22;yBJ;259;114164
2017-11-23 11:38:23;yBJ;259;114139
2017-11-23 11:38:23;vNL;221;990942
2017-11-23 11:38:23;yBJ;259;114202
2017-11-23 11:38:24;yBJ;259;114213
2017-11-23 11:38:24;vNL;221;990939
2017-11-23 11:38:24;yBJ;259;114139
2017-11-23 11:38:24;CVW;262;660
2017-11-23 11:38:25;yBJ;259;114222
2017-11-23 11:38:25;vNL;221;990946
2017-11-23 11:38:25;yBJ;259;114209
2017-11-23 11:38:26;yBJ;259;114128
2017-11-23 11:38:26;vNL;221;990953
2017-11-23 11:38:26;yBJ;259;114204
2017-11-23 11:38:27;yBJ;259;114184
2017-11-23 11:38:27;vNL;221;990951
2017-11-23 11:38:27;yBJ;259;114177
2017-11-23 11:38:28;yBJ;259;114267
2017-11-23 11:38:28;vNL;221;990957
2017-11-23 11:38:28;yBJ;259;114195
2017-11-23 11:38:29;yBJ;259;114200
2017-11-23 11:38:29;vNL;221;990841
2017-11-23 11:38:29;yBJ;259;111679
2017-11-23 11:38:29;xnC;265;6
2017-11-23 11:38:30;yBJ;259;44494
2017-11-23 11:38:30;vNL;221;991010
2017-11-23 11:38:30;yBJ;259;46902
2017-11-23 11:38:31;yBJ;259;58437
2017-11-23 11:38:31;vNL;221;991051
2017-11-23 11:38:31;yBJ;259;41915
2017-11-23 11:38:32;yBJ;259;37768
2017-11-23 11:38:32;vNL;221;991095
2017-11-23 11:38:32;yBJ;259;43152
2017-11-23 11:38:33;yBJ;259;38919
2017-11-23 11:38:33;vNL;221;991089
2017-11-23 11:38:33;xnC;265;2
2017-11-23 11:38:33;zta;216;2237
2017-11-23 11:38:33;yBJ;259;39905
2017-11-23 11:38:34;yBJ;259;63399
2017-11-23 11:38:34;vNL;221;991118
2017-11-23 11:38:34;xnC;265;1
2017-11-23 11:38:34;yBJ;259;50736
2017-11-23 11:38:35;zta;216;2231
2017-11-23 11:38:35;yBJ;259;114193
2017-11-23 11:38:35;vNL;221;991102
2017-11-23 11:38:35;zta;216;2237
2017-11-23 11:38:35;yBJ;259;114027
2017-11-23 11:38:36;zta;216;2231
2017-11-23 11:38:36;yBJ;259;114056
2017-11-23 11:38:36;vNL;221;991080
2017-11-23 11:38:36;yBJ;259;114146
2017-11-23 11:38:37;yBJ;259;114067
2017-11-23 11:38:37;vNL;221;991051
2017-11-23 11:38:37;yBJ;259;114056
2017-11-23 11:38:38;yBJ;259;114081
2017-11-23 11:38:38;zta;216;2237
2017-11-23 11:38:38;vNL;221;991024
2017-11-23 11:38:38;yBJ;259;114038
2017-11-23 11:38:39;zta;216;2231
2017-11-23 11:38:39;yBJ;259;114009
2017-11-23 11:38:39;vNL;221;990994
2017-11-23 11:38:39;yBJ;259;114038
2017-11-23 11:38:40;yBJ;259;114009
2017-11-23 11:38:40;vNL;221;990976
2017-11-23 11:38:40;yBJ;259;114056
2017-11-23 11:38:41;CVW;262;661
2017-11-23 11:38:41;yBJ;259;114045
2017-11-23 11:38:41;vNL;221;990955
2017-11-23 11:38:41;yBJ;259;114038
2017-11-23 11:38:42;yBJ;259;114067
2017-11-23 11:38:42;vNL;221;990943
2017-11-23 11:38:43;yBJ;259;114085
2017-11-23 11:38:43;zta;216;2237
2017-11-23 11:38:43;yBJ;259;114031
2017-11-23 11:38:43;vNL;221;990934
2017-11-23 11:38:43;zta;216;2231
2017-11-23 11:38:44;yBJ;259;113987
2017-11-23 11:38:44;yBJ;259;114020
2017-11-23 11:38:44;vNL;221;990936
2017-11-23 11:38:45;yBJ;259;114042
2017-11-23 11:38:45;CVW;262;662
2017-11-23 11:38:45;zta;216;2237
2017-11-23 11:38:45;yBJ;259;114078
2017-11-23 11:38:45;vNL;221;990939
2017-11-23 11:38:45;zta;216;2231
2017-11-23 11:38:46;yBJ;259;113998
2017-11-23 11:38:46;zta;216;2237
2017-11-23 11:38:46;yBJ;259;113970
2017-11-23 11:38:46;vNL;221;990938
2017-11-23 11:38:46;zta;216;2231
2017-11-23 11:38:47;yBJ;259;114078
2017-11-23 11:38:47;CVW;262;663
2017-11-23 11:38:47;yBJ;259;113998
2017-11-23 11:38:47;zta;216;2237
2017-11-23 11:38:47;vNL;221;990937
2017-11-23 11:38:48;yBJ;259;114083
2017-11-23 11:38:48;zta;216;2231
2017-11-23 11:38:48;yBJ;259;114184
2017-11-23 11:38:48;zta;216;2237
2017-11-23 11:38:48;vNL;221;990938
2017-11-23 11:38:49;yBJ;259;114098
2017-11-23 11:38:49;zta;216;2231
2017-11-23 11:38:49;yBJ;259;114152
2017-11-23 11:38:49;zta;216;2237
2017-11-23 11:38:49;vNL;221;990933
2017-11-23 11:38:50;yBJ;259;114197
2017-11-23 11:38:50;zta;216;2231
2017-11-23 11:38:50;yBJ;259;114235
2017-11-23 11:38:50;vNL;221;990915
2017-11-23 11:38:50;zta;216;2237
2017-11-23 11:38:51;yBJ;259;114192
2017-11-23 11:38:51;yBJ;259;114179
2017-11-23 11:38:51;vNL;221;990901
2017-11-23 11:38:51;zta;216;2231
2017-11-23 11:38:52;yBJ;259;114347
2017-11-23 11:38:52;zta;216;2237
2017-11-23 11:38:52;yBJ;259;114358
2017-11-23 11:38:52;vNL;221;990889
2017-11-23 11:38:52;zta;216;2231
2017-11-23 11:38:53;yBJ;259;114365
2017-11-23 11:38:53;zta;216;2237
2017-11-23 11:38:53;yBJ;259;114412
2017-11-23 11:38:53;vNL;221;990879
2017-11-23 11:38:53;zta;216;2231
2017-11-23 11:38:54;yBJ;259;114372
2017-11-23 11:38:54;zta;216;2237
2017-11-23 11:38:54;yBJ;259;114419
2017-11-23 11:38:54;vNL;221;990873
2017-11-23 11:38:54;zta;216;2231
2017-11-23 11:38:55;yBJ;259;114379
2017-11-23 11:38:55;yBJ;259;114440
2017-11-23 11:38:55;vNL;221;990868
2017-11-23 11:38:56;yBJ;259;114520
2017-11-23 11:38:56;yBJ;259;114502
2017-11-23 11:38:57;CVW;262;664
2017-11-23 11:38:57;yBJ;259;114563
2017-11-23 11:38:57;vNL;221;990867
2017-11-23 11:38:57;yBJ;259;114592
2017-11-23 11:38:58;yBJ;259;114491
2017-11-23 11:38:58;vNL;221;990872
2017-11-23 11:38:58;yBJ;259;114473
2017-11-23 11:38:59;yBJ;259;114695
2017-11-23 11:38:59;vNL;221;990873
2017-11-23 11:38:59;yBJ;259;114556
2017-11-23 11:39:00;yBJ;259;114603
2017-11-23 11:39:00;vNL;221;990884
2017-11-23 11:39:00;yBJ;259;114648
2017-11-23 11:39:01;yBJ;259;114666
2017-11-23 11:39:01;vNL;221;990891
2017-11-23 11:39:01;CVW;262;666
2017-11-23 11:39:01;yBJ;259;114650
2017-11-23 11:39:02;yBJ;259;114704
2017-11-23 11:39:02;vNL;221;990896
2017-11-23 11:39:02;yBJ;259;114659
2017-11-23 11:39:03;yBJ;259;114724
2017-11-23 11:39:03;vNL;221;990898
2017-11-23 11:39:03;yBJ;259;114753
2017-11-23 11:39:04;yBJ;259;114775
2017-11-23 11:39:04;vNL;221;990913
2017-11-23 11:39:04;yBJ;259;114706
2017-11-23 11:39:05;yBJ;259;114775
2017-11-23 11:39:05;vNL;221;990934
2017-11-23 11:39:05;yBJ;259;114749
2017-11-23 11:39:06;yBJ;259;114655
2017-11-23 11:39:06;vNL;221;990944
2017-11-23 11:39:06;yBJ;259;114681
2017-11-23 11:39:07;yBJ;259;114775
2017-11-23 11:39:07;vNL;221;990956
2017-11-23 11:39:07;yBJ;259;114840
2017-11-23 11:39:08;yBJ;259;115062
2017-11-23 11:39:08;vNL;221;990972
2017-11-23 11:39:08;yBJ;259;114993
2017-11-23 11:39:09;yBJ;259;115117
2017-11-23 11:39:09;vNL;221;990975
2017-11-23 11:39:09;CVW;262;667
2017-11-23 11:39:09;yBJ;259;114914
2017-11-23 11:39:10;yBJ;259;114775
2017-11-23 11:39:10;vNL;221;990976
2017-11-23 11:39:10;yBJ;259;114631
2017-11-23 11:39:11;yBJ;259;114562
2017-11-23 11:39:11;vNL;221;990968
2017-11-23 11:39:11;yBJ;259;114667
2017-11-23 11:39:12;yBJ;259;114591
2017-11-23 11:39:12;vNL;221;990960
2017-11-23 11:39:12;yBJ;259;114573
2017-11-23 11:39:13;yBJ;259;114627
2017-11-23 11:39:13;vNL;221;990955
2017-11-23 11:39:13;yBJ;259;114602
2017-11-23 11:39:14;yBJ;259;114573
2017-11-23 11:39:14;vNL;221;990949
2017-11-23 11:39:14;yBJ;259;114620
2017-11-23 11:39:15;yBJ;259;114581
2017-11-23 11:39:15;vNL;221;990943
2017-11-23 11:39:15;yBJ;259;114584
2017-11-23 11:39:16;yBJ;259;114795
2017-11-23 11:39:16;vNL;221;990944
2017-11-23 11:39:16;yBJ;259;114678
2017-11-23 11:39:17;yBJ;259;114660
2017-11-23 11:39:17;CVW;262;668
2017-11-23 11:39:17;vNL;221;990947
2017-11-23 11:39:17;yBJ;259;114792
2017-11-23 11:39:18;yBJ;259;114687
2017-11-23 11:39:18;vNL;221;990952
2017-11-23 11:39:18;yBJ;259;114783
2017-11-23 11:39:19;yBJ;259;114678
2017-11-23 11:39:19;vNL;221;990948
2017-11-23 11:39:19;yBJ;259;114680
2017-11-23 11:39:20;yBJ;259;114662
2017-11-23 11:39:20;vNL;221;990947
2017-11-23 11:39:20;yBJ;259;114657
2017-11-23 11:39:21;yBJ;259;114770
2017-11-23 11:39:21;vNL;221;990933
2017-11-23 11:39:21;yBJ;259;114718
2017-11-23 11:39:21;zta;216;2237
2017-11-23 11:39:22;yBJ;259;114698
2017-11-23 11:39:22;zta;216;2231
2017-11-23 11:39:22;vNL;221;990925
2017-11-23 11:39:22;yBJ;259;114738
2017-11-23 11:39:23;yBJ;259;114675
2017-11-23 11:39:23;vNL;221;990915
2017-11-23 11:39:23;yBJ;259;114792
2017-11-23 11:39:24;zta;216;2237
2017-11-23 11:39:24;yBJ;259;114825
2017-11-23 11:39:24;vNL;221;990907
2017-11-23 11:39:24;zta;216;2231
2017-11-23 11:39:24;yBJ;259;114778
2017-11-23 11:39:25;yBJ;259;114587
2017-11-23 11:39:25;vNL;221;990898
2017-11-23 11:39:25;CVW;262;669
2017-11-23 11:39:25;yBJ;259;114076
2017-11-23 11:39:26;yBJ;259;113975
2017-11-23 11:39:26;vNL;221;990894
2017-11-23 11:39:26;yBJ;259;114228
2017-11-23 11:39:27;yBJ;259;114682
2017-11-23 11:39:27;vNL;221;990895
2017-11-23 11:39:27;yBJ;259;114673
2017-11-23 11:39:28;yBJ;259;114653
2017-11-23 11:39:28;vNL;221;990905
2017-11-23 11:39:28;yBJ;259;114711
2017-11-23 11:39:29;yBJ;259;114617
2017-11-23 11:39:29;vNL;221;990922
2017-11-23 11:39:29;yBJ;259;114675
2017-11-23 11:39:30;yBJ;259;114705
2017-11-23 11:39:30;vNL;221;990943
2017-11-23 11:39:30;yBJ;259;114574
2017-11-23 11:39:31;yBJ;259;114509
2017-11-23 11:39:31;vNL;221;990953
2017-11-23 11:39:31;yBJ;259;114527
2017-11-23 11:39:32;yBJ;259;114549
2017-11-23 11:39:32;vNL;221;990970
2017-11-23 11:39:32;yBJ;259;114466
2017-11-23 11:39:33;yBJ;259;114480
2017-11-23 11:39:33;vNL;221;991000
2017-11-23 11:39:33;yBJ;259;114473
2017-11-23 11:39:34;yBJ;259;114419
2017-11-23 11:39:34;vNL;221;991024
2017-11-23 11:39:34;yBJ;259;114502
2017-11-23 11:39:35;yBJ;259;114408
2017-11-23 11:39:35;vNL;221;991035
2017-11-23 11:39:35;yBJ;259;114419
2017-11-23 11:39:36;yBJ;259;114513
2017-11-23 11:39:36;vNL;221;991045
2017-11-23 11:39:36;yBJ;259;114419
2017-11-23 11:39:37;yBJ;259;114387
2017-11-23 11:39:37;vNL;221;991050
2017-11-23 11:39:37;CVW;262;668
2017-11-23 11:39:37;yBJ;259;114423
2017-11-23 11:39:38;yBJ;259;114332
2017-11-23 11:39:38;vNL;221;991061
2017-11-23 11:39:38;yBJ;259;114303
2017-11-23 11:39:39;yBJ;259;114318
2017-11-23 11:39:39;vNL;221;991070
2017-11-23 11:39:39;yBJ;259;114387
2017-11-23 11:39:40;yBJ;259;114325
2017-11-23 11:39:40;vNL;221;991082
2017-11-23 11:39:40;yBJ;259;114249
2017-11-23 11:39:41;yBJ;259;114187
2017-11-23 11:39:41;vNL;221;991079
2017-11-23 11:39:41;yBJ;259;114231
2017-11-23 11:39:42;yBJ;259;114164
2017-11-23 11:39:42;vNL;221;991073
2017-11-23 11:39:42;yBJ;259;114108
2017-11-23 11:39:43;yBJ;259;114220
2017-11-23 11:39:43;vNL;221;991066
2017-11-23 11:39:43;yBJ;259;114209
2017-11-23 11:39:44;yBJ;259;114061
2017-11-23 11:39:44;vNL;221;991053
2017-11-23 11:39:44;yBJ;259;114083
2017-11-23 11:39:45;yBJ;259;114177
2017-11-23 11:39:45;vNL;221;991034
2017-11-23 11:39:45;yBJ;259;114024
2017-11-23 11:39:46;yBJ;259;113639
2017-11-23 11:39:46;vNL;221;991031
2017-11-23 11:39:47;yBJ;259;113657
2017-11-23 11:39:47;yBJ;259;113656
2017-11-23 11:39:47;vNL;221;991024
2017-11-23 11:39:48;yBJ;259;113635
2017-11-23 11:39:48;yBJ;259;113678
2017-11-23 11:39:48;vNL;221;991026
2017-11-23 11:39:49;yBJ;259;113723
2017-11-23 11:39:49;yBJ;259;113660
2017-11-23 11:39:49;vNL;221;991028
2017-11-23 11:39:50;yBJ;259;113603
2017-11-23 11:39:50;yBJ;259;113621
2017-11-23 11:39:50;vNL;221;991030
2017-11-23 11:39:51;yBJ;259;113574
2017-11-23 11:39:51;yBJ;259;113567
2017-11-23 11:39:51;vNL;221;991036
2017-11-23 11:39:52;yBJ;259;113498
2017-11-23 11:39:52;yBJ;259;113560
2017-11-23 11:39:52;vNL;221;991040
2017-11-23 11:39:53;yBJ;259;113628
2017-11-23 11:39:53;yBJ;259;113505
2017-11-23 11:39:53;vNL;221;991030
2017-11-23 11:39:53;CVW;262;669
2017-11-23 11:39:54;yBJ;259;113572
2017-11-23 11:39:54;yBJ;259;113505
2017-11-23 11:39:54;vNL;221;991026
2017-11-23 11:39:55;yBJ;259;113458
2017-11-23 11:39:55;yBJ;259;113414
2017-11-23 11:39:55;vNL;221;991020
2017-11-23 11:39:56;yBJ;259;113385
2017-11-23 11:39:56;yBJ;259;113404
2017-11-23 11:39:56;vNL;221;991013
2017-11-23 11:39:57;yBJ;259;113461
2017-11-23 11:39:57;yBJ;259;113450
2017-11-23 11:39:57;vNL;221;991005
2017-11-23 11:39:58;yBJ;259;113385
2017-11-23 11:39:58;yBJ;259;113367
2017-11-23 11:39:58;vNL;221;991001
2017-11-23 11:39:59;yBJ;259;113803
2017-11-23 11:39:59;yBJ;259;113693
2017-11-23 11:39:59;vNL;221;990995
2017-11-23 11:39:59;CVW;262;668
2017-11-23 11:40:00;yBJ;259;113711
2017-11-23 11:40:00;yBJ;259;113693
2017-11-23 11:40:00;vNL;221;990994
2017-11-23 11:40:01;yBJ;259;113608
2017-11-23 11:40:01;yBJ;259;113774
2017-11-23 11:40:01;vNL;221;990998
2017-11-23 11:40:01;CVW;262;667
2017-11-23 11:40:02;yBJ;259;113673
2017-11-23 11:40:02;yBJ;259;113711
2017-11-23 11:40:02;vNL;221;991003
2017-11-23 11:40:03;yBJ;259;113662
2017-11-23 11:40:03;yBJ;259;113660
2017-11-23 11:40:03;vNL;221;991007
2017-11-23 11:40:03;CVW;262;668
2017-11-23 11:40:04;yBJ;259;113572
2017-11-23 11:40:04;yBJ;259;113585
2017-11-23 11:40:04;vNL;221;991012
2017-11-23 11:40:05;yBJ;259;113621
2017-11-23 11:40:05;yBJ;259;113574
2017-11-23 11:40:05;vNL;221;991018
2017-11-23 11:40:06;yBJ;259;113639
2017-11-23 11:40:06;zta;216;2237
2017-11-23 11:40:06;yBJ;259;113592
2017-11-23 11:40:06;vNL;221;991016
2017-11-23 11:40:06;zta;216;2231
2017-11-23 11:40:07;yBJ;259;113603
2017-11-23 11:40:07;yBJ;259;113632
2017-11-23 11:40:07;vNL;221;991017
2017-11-23 11:40:08;yBJ;259;113603
2017-11-23 11:40:08;yBJ;259;113610
2017-11-23 11:40:08;vNL;221;991021
2017-11-23 11:40:09;yBJ;259;113621
2017-11-23 11:40:09;yBJ;259;113657
2017-11-23 11:40:09;vNL;221;991016
2017-11-23 11:40:10;yBJ;259;113621
2017-11-23 11:40:10;yBJ;259;113662
2017-11-23 11:40:10;vNL;221;991023
2017-11-23 11:40:11;yBJ;259;113608
2017-11-23 11:40:11;yBJ;259;113678
2017-11-23 11:40:11;vNL;221;991026
2017-11-23 11:40:12;yBJ;259;113700
2017-11-23 11:40:12;yBJ;259;113596
2017-11-23 11:40:12;vNL;221;991033
2017-11-23 11:40:13;yBJ;259;113567
2017-11-23 11:40:13;zta;216;2237
